1 6.35501 +/- 1.46904 MFlops
4 36.4722 +/- 10.4763 MFlops
16 50.0812 +/- 7.38403 MFlops
64 80.8541 +/- 4.55128 MFlops
128 91.7728 +/- 3.31757 MFlops
256 76.4229 +/- 1.11064 MFlops
512 67.0879 +/- 0.461003 MFlops
1024 67.1298 +/- 0.497746 MFlops
4096 136.262 +/- 1.56297 MFlops
16384 112.727 +/- 4.83226 MFlops
65536 103.513 +/- 1.10905 MFlops
262144 100.855 +/- 1.2706 MFlops
1048576 100.866 +/- 0.796977 MFlops
4194304 102.467 +/- 0.748224 MFlops
